SAC,SSC
1.4236381477560043, 1.912477438972405
1.6049650886164883, 1.0829510644521707
1.2786903071739504, 1.9771197016614606
1.7624675480560315, 1.7447650194336632
1.1129995231603842, 1.8288431206785165
1.2844478026455977, 1.0086129966440414
1.991155278628204, 1.119245030613052
1.0537023973349198, 1.895459528616566
1.0533747102357758, 1.840579970443792
1.420531713783732, 1.6851470721337924
